created_time,BI,BI_Simple,open,high,low,close,volume,BI_MA,BI_Simple_MA,open_lag1,high_lag1,low_lag1,volume_lag1,BI_Simple_lag1,open_lag2,high_lag2,low_lag2,volume_lag2,BI_Simple_lag2
2024-07-23,-1.3496631776142451,-0.5883406611301091,2915.37,2960.5,2960.5,2915.37,29630000000.0,-0.9026590151231332,-0.4062331428419995,2964.22,2978.19,2978.6,27880000000.0,-0.22412562455389,2982.31,2963.51,2986.24,28090000000.0,0.0745697896749522
2024-07-24,-1.142121660970057,-0.5162803532008831,2901.95,2909.15,2922.03,2894.29,30610000000.0,-1.2458924192921517,-0.552310507165496,2915.37,2960.5,2960.5,29630000000.0,-0.5883406611301091,2964.22,2978.19,2978.6,27880000000.0,-0.22412562455389
2024-07-25,-1.112358984015214,-0.50530749789385,2886.74,2891.89,2897.77,2872.85,27460000000.0,-1.1272403224926362,-0.5107939255473665,2901.95,2909.15,2922.03,30610000000.0,-0.5162803532008831,2915.37,2960.5,2960.5,29630000000.0,-0.5883406611301091
2024-07-26,-0.9036311737569354,-0.4236129371548777,2890.9,2886.0,2899.12,2875.4,27840000000.0,-1.0079950788860752,-0.4644602175243638,2886.74,2891.89,2897.77,27460000000.0,-0.50530749789385,2901.95,2909.15,2922.03,30610000000.0,-0.5162803532008831
2024-07-27,-0.1292906425078633,-0.0647130647130647,2890.9,2886.0,2899.12,2875.4,27840000000.0,-0.5164609081324,-0.2441630009339711,2890.9,2886.0,2899.12,27840000000.0,-0.4236129371548777,2886.74,2891.89,2897.77,27460000000.0,-0.50530749789385
2024-07-28,-0.1695141105040284,-0.0847457627118644,2890.9,2886.0,2899.12,2875.4,27840000000.0,-0.1494023765059465,-0.0747294137124645,2890.9,2886.0,2899.12,27840000000.0,-0.0647130647130647,2890.9,2886.0,2899.12,27840000000.0,-0.4236129371548777
2024-07-29,-0.8099165313854826,-0.3845433255269321,2891.85,2889.47,2898.95,2878.58,25690000000.0,-0.4897153209447561,-0.2346445441193982,2890.9,2886.0,2899.12,27840000000.0,-0.0847457627118644,2890.9,2886.0,2899.12,27840000000.0,-0.0647130647130647
2024-07-30,-1.206038338813007,-0.5396618985695709,2879.3,2885.22,2885.22,2865.15,26250000000.0,-1.0079774350992454,-0.4621026120482514,2891.85,2889.47,2898.95,25690000000.0,-0.3845433255269321,2890.9,2886.0,2899.12,27840000000.0,-0.0847457627118644
2024-07-31,-0.5885824359894148,-0.2862888482632541,2938.75,2877.54,2940.59,2876.3,41270000000.0,-0.8973103874012116,-0.4129753734164124,2879.3,2885.22,2885.22,26250000000.0,-0.5396618985695709,2891.85,2889.47,2898.95,25690000000.0,-0.3845433255269321
2024-08-01,-0.8127759649275464,-0.3859649122807017,2932.39,2940.12,2947.88,2928.83,34660000000.0,-0.7006792004584813,-0.3361268802719778,2938.75,2877.54,2940.59,41270000000.0,-0.2862888482632541,2879.3,2885.22,2885.22,26250000000.0,-0.5396618985695709
2024-08-02,-1.0773783344818446,-0.492298213185459,2905.34,2913.02,2931.26,2902.72,31220000000.0,-0.945077149704696,-0.4391315627330803,2932.39,2940.12,2947.88,34660000000.0,-0.3859649122807017,2938.75,2877.54,2940.59,41270000000.0,-0.2862888482632541
2024-08-03,-0.9360933591703348,-0.4381625441696113,2905.34,2913.02,2931.26,2902.72,31220000000.0,-1.0067358468260903,-0.465230378677535,2905.34,2913.02,2931.26,31220000000.0,-0.492298213185459,2932.39,2940.12,2947.88,34660000000.0,-0.3859649122807017
2024-08-04,-0.8005405123671929,-0.3815551537070524,2905.34,2913.02,2931.26,2902.72,31220000000.0,-0.8683169357687646,-0.4098588489383318,2905.34,2913.02,2931.26,31220000000.0,-0.4381625441696113,2905.34,2913.02,2931.26,31220000000.0,-0.492298213185459
2024-08-05,-0.9348847769610658,-0.4362721220977431,2860.7,2889.36,2919.03,2860.7,35550000000.0,-0.8677126446641301,-0.4089136379023976,2905.34,2913.02,2931.26,31220000000.0,-0.3815551537070524,2905.34,2913.02,2931.26,31220000000.0,-0.4381625441696113
2024-08-06,-0.9267303455613752,-0.4330097087378641,2867.28,2878.65,2888.2,2845.33,29730000000.0,-0.9308075612612212,-0.4346409154178035,2860.7,2889.36,2919.03,35550000000.0,-0.4362721220977431,2905.34,2913.02,2931.26,31220000000.0,-0.3815551537070524
2024-08-07,-1.116992087605199,-0.5072825634623388,2869.83,2864.01,2886.94,2857.72,26310000000.0,-1.021861216583288,-0.4701461361001013,2867.28,2878.65,2888.2,29730000000.0,-0.4330097087378641,2860.7,2889.36,2919.03,35550000000.0,-0.4362721220977431
2024-08-08,-1.2049026044859026,-0.5391771019677997,2869.9,2864.76,2886.4,2850.87,28910000000.0,-1.1609473460455515,-0.5232298327150691,2869.83,2864.01,2886.94,26310000000.0,-0.5072825634623388,2867.28,2878.65,2888.2,29730000000.0,-0.4330097087378641
2024-08-09,-1.2600006357955986,-0.5584009993753903,2862.19,2879.87,2887.85,2862.19,28430000000.0,-1.2324516201407514,-0.5487890506715949,2869.9,2864.76,2886.4,28910000000.0,-0.5391771019677997,2869.83,2864.01,2886.94,26310000000.0,-0.5072825634623388
2024-08-10,-1.2332691738143668,-0.5521472392638037,2862.19,2879.87,2887.85,2862.19,28430000000.0,-1.2466349048049836,-0.5552741193195969,2862.19,2879.87,2887.85,28430000000.0,-0.5584009993753903,2869.9,2864.76,2886.4,28910000000.0,-0.5391771019677997
2024-08-11,-0.659570885026341,-0.3203883495145631,2862.19,2879.87,2887.85,2862.19,28430000000.0,-0.9464200294203546,-0.4362677943891833,2862.19,2879.87,2887.85,28430000000.0,-0.5521472392638037,2862.19,2879.87,2887.85,28430000000.0,-0.5584009993753903
2024-08-12,-1.1890898736342257,-0.5334394904458599,2858.2,2858.89,2869.27,2851.3,24420000000.0,-0.9243303793302842,-0.4269139199802114,2862.19,2879.87,2887.85,28430000000.0,-0.3203883495145631,2862.19,2879.87,2887.85,28430000000.0,-0.5521472392638037
2024-08-13,-1.2334222903403715,-0.5490875490875491,2867.95,2860.41,2867.95,2845.31,23170000000.0,-1.2112560819872993,-0.5412635197667044,2858.2,2858.89,2869.27,24420000000.0,-0.5334394904458599,2862.19,2879.87,2887.85,28430000000.0,-0.3203883495145631
2024-08-14,-1.087451458530581,-0.496080627099664,2850.65,2866.24,2866.24,2850.4,21790000000.0,-1.1604368744354772,-0.5225840880936065,2867.95,2860.41,2867.95,23170000000.0,-0.5490875490875491,2858.2,2858.89,2869.27,24420000000.0,-0.5334394904458599
2024-08-15,-1.1518048488137878,-0.5199574241617881,2877.36,2844.2,2889.09,2839.39,27190000000.0,-1.1196281536721853,-0.508019025630726,2850.65,2866.24,2866.24,21790000000.0,-0.496080627099664,2867.95,2860.41,2867.95,23170000000.0,-0.5490875490875491
2024-08-16,-0.9457852357713596,-0.4408602150537634,2879.43,2877.94,2888.68,2873.06,26370000000.0,-1.0487950422925745,-0.4804088196077757,2877.36,2844.2,2889.09,27190000000.0,-0.5199574241617881,2850.65,2866.24,2866.24,21790000000.0,-0.496080627099664
2024-08-17,-0.5073412996833798,-0.25,2879.43,2877.94,2888.68,2873.06,26370000000.0,-0.7265632677273706,-0.3454301075268816,2879.43,2877.94,2888.68,26370000000.0,-0.4408602150537634,2877.36,2844.2,2889.09,27190000000.0,-0.5199574241617881
2024-08-18,-0.587786664902119,-0.2875816993464052,2879.43,2877.94,2888.68,2873.06,26370000000.0,-0.5475639822927503,-0.2687908496732025,2879.43,2877.94,2888.68,26370000000.0,-0.25,2879.43,2877.94,2888.68,26370000000.0,-0.4408602150537634
2024-08-19,-1.1919334076475776,-0.534581581964081,2893.67,2877.95,2905.15,2877.77,26170000000.0,-0.8898600362748492,-0.411081640655243,2879.43,2877.94,2888.68,26370000000.0,-0.2875816993464052,2879.43,2877.94,2888.68,26370000000.0,-0.25
2024-08-20,-1.3146266625430238,-0.5768229166666666,2866.66,2895.55,2896.52,2855.33,26370000000.0,-1.2532800350953015,-0.5557022493153737,2893.67,2877.95,2905.15,26170000000.0,-0.534581581964081,2879.43,2877.94,2888.68,26370000000.0,-0.2875816993464052
2024-08-21,-1.2163354888719695,-0.5432372505543237,2856.58,2858.94,2863.89,2848.15,22920000000.0,-1.2654810757074977,-0.560030083610495,2866.66,2895.55,2896.52,26370000000.0,-0.5768229166666666,2893.67,2877.95,2905.15,26170000000.0,-0.534581581964081
2024-08-22,-1.4431514865531994,-0.6181540475670958,2848.77,2856.2,2861.61,2845.5,24540000000.0,-1.3297434877125855,-0.5806956490607096,2856.58,2858.94,2863.89,22920000000.0,-0.5432372505543237,2866.66,2895.55,2896.52,26370000000.0,-0.5768229166666666
2024-08-23,-1.1813113226127128,-0.5307117322066949,2854.37,2844.77,2860.73,2839.34,22670000000.0,-1.312231404582957,-0.5744328898868952,2848.77,2856.2,2861.61,24540000000.0,-0.6181540475670958,2856.58,2858.94,2863.89,22920000000.0,-0.5432372505543237
2024-08-24,0.0135442251077572,0.0068027210884353,2854.37,2844.77,2860.73,2839.34,22670000000.0,-0.5838835487524786,-0.2619545055591296,2854.37,2844.77,2860.73,22670000000.0,-0.5307117322066949,2848.77,2856.2,2861.61,24540000000.0,-0.6181540475670958
2024-08-25,-0.1804883757122936,-0.0904522613065326,2854.37,2844.77,2860.73,2839.34,22670000000.0,-0.0834720753022691,-0.0418247701090485,2854.37,2844.77,2860.73,22670000000.0,0.0068027210884353,2854.37,2844.77,2860.73,22670000000.0,-0.5307117322066949
2024-08-26,-0.9740685325409664,-0.452320244773075,2855.52,2855.47,2860.65,2844.38,22740000000.0,-0.5772784541266309,-0.2713862530398037,2854.37,2844.77,2860.73,22670000000.0,-0.0904522613065326,2854.37,2844.77,2860.73,22670000000.0,0.0068027210884353
2024-08-27,-1.2682132565222128,-0.5612092187967674,2848.73,2850.88,2853.78,2843.16,23070000000.0,-1.1211408945315906,-0.5067647317849211,2855.52,2855.47,2860.65,22740000000.0,-0.452320244773075,2854.37,2844.77,2860.73,22670000000.0,-0.0904522613065326
2024-08-28,-1.2928546775422889,-0.569620253164557,2837.43,2844.33,2852.56,2830.96,22870000000.0,-1.2805339670322518,-0.565414735980662,2848.73,2850.88,2853.78,23070000000.0,-0.5612092187967674,2855.52,2855.47,2860.65,22740000000.0,-0.452320244773075
2024-08-29,-1.2485742226887282,-0.554531490015361,2823.11,2829.45,2831.43,2815.38,27750000000.0,-1.2707144501155092,-0.5620758715899589,2837.43,2844.33,2852.56,22870000000.0,-0.569620253164557,2848.73,2850.88,2853.78,23070000000.0,-0.5612092187967674
2024-08-30,-0.8312975190407624,-0.3938484621155289,2842.21,2819.65,2867.96,2817.01,39750000000.0,-1.039935870864746,-0.4741899760654448,2823.11,2829.45,2831.43,27750000000.0,-0.554531490015361,2837.43,2844.33,2852.56,22870000000.0,-0.569620253164557
2024-08-31,-0.0392207131532812,-0.0204081632653061,2842.21,2819.65,2867.96,2817.01,39750000000.0,-0.4352591160970227,-0.2071283126904174,2842.21,2819.65,2867.96,39750000000.0,-0.3938484621155289,2823.11,2829.45,2831.43,27750000000.0,-0.554531490015361
2024-09-01,-0.7509410395505892,-0.3592946362968405,2842.21,2819.65,2867.96,2817.01,39750000000.0,-0.3950808763519361,-0.1898513997810732,2842.21,2819.65,2867.96,39750000000.0,-0.0204081632653061,2842.21,2819.65,2867.96,39750000000.0,-0.3938484621155289
2024-09-02,-1.1059984527358384,-0.5029707027248514,2811.03,2832.35,2839.28,2810.37,34070000000.0,-0.9284697461432148,-0.4311326695108459,2842.21,2819.65,2867.96,39750000000.0,-0.3592946362968405,2842.21,2819.65,2867.96,39750000000.0,-0.0204081632653061
2024-09-03,-1.0830827571232091,-0.4944581280788177,2802.98,2809.17,2814.9,2794.91,27570000000.0,-1.0945406049295243,-0.4987144154018345,2811.03,2832.35,2839.28,34070000000.0,-0.5029707027248514,2842.21,2819.65,2867.96,39750000000.0,-0.3592946362968405
2024-09-04,-1.0445450673978338,-0.4796786389413988,2784.28,2786.5,2800.61,2781.94,25750000000.0,-1.0638139122605224,-0.4870683835101081,2802.98,2809.17,2814.9,27570000000.0,-0.4944581280788177,2811.03,2832.35,2839.28,34070000000.0,-0.5029707027248514
2024-09-05,-1.0721056251047811,-0.4905552375500858,2788.31,2785.26,2796.02,2777.47,24200000000.0,-1.0583253462513085,-0.4851169382457422,2784.28,2786.5,2800.61,25750000000.0,-0.4796786389413988,2802.98,2809.17,2814.9,27570000000.0,-0.4944581280788177
2024-09-06,-1.2698840092754793,-0.5617465845164746,2765.81,2791.76,2804.09,2765.64,25360000000.0,-1.170994817190131,-0.52615091103328,2788.31,2785.26,2796.02,24200000000.0,-0.4905552375500858,2784.28,2786.5,2800.61,25750000000.0,-0.4796786389413988
2024-09-07,-1.026212258859544,-0.4747474747474747,2765.81,2791.76,2804.09,2765.64,25360000000.0,-1.1480481340675124,-0.5182470296319746,2765.81,2791.76,2804.09,25360000000.0,-0.5617465845164746,2788.31,2785.26,2796.02,24200000000.0,-0.4905552375500858
2024-09-08,-0.8700778887190235,-0.4114832535885167,2765.81,2791.76,2804.09,2765.64,25360000000.0,-0.9481450737892844,-0.4431153641679956,2765.81,2791.76,2804.09,25360000000.0,-0.4747474747474747,2765.81,2791.76,2804.09,25360000000.0,-0.5617465845164746
2024-09-09,-1.477571799128639,-0.6286544046466602,2736.49,2754.72,2756.56,2726.97,26150000000.0,-1.173824843923832,-0.5200688291175883,2765.81,2791.76,2804.09,25360000000.0,-0.4114832535885167,2765.81,2791.76,2804.09,25360000000.0,-0.4747474747474747
2024-09-10,-1.329360439367539,-0.5817351598173516,2744.19,2737.88,2750.12,2718.63,26220000000.0,-1.4034661192480895,-0.6051947822320058,2736.49,2754.72,2756.56,26150000000.0,-0.6286544046466602,2765.81,2791.76,2804.09,25360000000.0,-0.4114832535885167
2024-09-11,-1.3843082631482613,-0.5996818663838812,2721.8,2732.73,2732.73,2710.62,24230000000.0,-1.3568343512579009,-0.5907085131006162,2744.19,2737.88,2750.12,26220000000.0,-0.5817351598173516,2736.49,2754.72,2756.56,26150000000.0,-0.6286544046466602
2024-09-12,-1.1894587614416818,-0.534006734006734,2717.12,2722.14,2734.68,2716.56,24010000000.0,-1.2868835122949722,-0.5668443001953075,2721.8,2732.73,2732.73,24230000000.0,-0.5996818663838812,2744.19,2737.88,2750.12,26220000000.0,-0.5817351598173516
2024-09-13,-1.520991119218336,-0.6416140753490152,2704.09,2718.99,2728.78,2703.37,25130000000.0,-1.3552249403300096,-0.5878104046778745,2717.12,2722.14,2734.68,24010000000.0,-0.534006734006734,2721.8,2732.73,2732.73,24230000000.0,-0.5996818663838812
2024-09-14,-1.273923300975847,-0.5643044619422573,2704.09,2718.99,2728.78,2703.37,25130000000.0,-1.3974572100970923,-0.6029592686456361,2704.09,2718.99,2728.78,25130000000.0,-0.6416140753490152,2717.12,2722.14,2734.68,24010000000.0,-0.534006734006734
2024-09-15,-1.0929465511324323,-0.5,2704.09,2718.99,2728.78,2703.37,25130000000.0,-1.1834349260541406,-0.5321522309711285,2704.09,2718.99,2728.78,25130000000.0,-0.5643044619422573,2704.09,2718.99,2728.78,25130000000.0,-0.6416140753490152
2024-09-16,-1.071704835748185,-0.492063492063492,2704.09,2718.99,2728.78,2703.37,25130000000.0,-1.0823256934403096,-0.4960317460317459,2704.09,2718.99,2728.78,25130000000.0,-0.5,2704.09,2718.99,2728.78,25130000000.0,-0.5643044619422573
2024-09-17,-0.9808292530117262,-0.4559043348281016,2704.09,2718.99,2728.78,2703.37,25130000000.0,-1.0262670443799564,-0.4739839134457967,2704.09,2718.99,2728.78,25130000000.0,-0.492063492063492,2704.09,2718.99,2728.78,25130000000.0,-0.5
2024-09-18,-1.4090493641135544,-0.6074844074844075,2717.28,2705.35,2724.11,2689.7,24780000000.0,-1.194939308562641,-0.5316943711562544,2704.09,2718.99,2728.78,25130000000.0,-0.4559043348281016,2704.09,2718.99,2728.78,25130000000.0,-0.492063492063492
2024-09-19,-0.9595438619496174,-0.446305959901126,2736.02,2723.21,2747.74,2697.78,31520000000.0,-1.1842966130315866,-0.5268951836927666,2717.28,2705.35,2724.11,24780000000.0,-0.6074844074844075,2704.09,2718.99,2728.78,25130000000.0,-0.4559043348281016
2024-09-20,-1.212271607140631,-0.5416168857029072,2736.81,2734.23,2741.16,2717.95,28560000000.0,-1.085907734545125,-0.4939614228020165,2736.02,2723.21,2747.74,31520000000.0,-0.446305959901126,2717.28,2705.35,2724.11,24780000000.0,-0.6074844074844075
2024-09-21,-0.7638371250040537,-0.3658536585365853,2736.81,2734.23,2741.16,2717.95,28560000000.0,-0.988054366072343,-0.4537352721197461,2736.81,2734.23,2741.16,28560000000.0,-0.5416168857029072,2736.02,2723.21,2747.74,31520000000.0,-0.446305959901126
2024-09-22,-0.4824261492442928,-0.2375478927203065,2736.81,2734.23,2741.16,2717.95,28560000000.0,-0.6231316371241739,-0.3017007756284458,2736.81,2734.23,2741.16,28560000000.0,-0.3658536585365853,2736.81,2734.23,2741.16,28560000000.0,-0.5416168857029072
2024-09-23,-0.5652243275950322,-0.2755174875089222,2748.92,2735.39,2760.48,2731.36,25760000000.0,-0.5238252384196631,-0.2565326901146142,2736.81,2734.23,2741.16,28560000000.0,-0.2375478927203065,2736.81,2734.23,2741.16,28560000000.0,-0.3658536585365853
2024-09-24,-0.542894025913964,-0.2650545282124229,2863.13,2770.75,2863.15,2761.37,47760000000.0,-0.5540591767544987,-0.2702860078606725,2748.92,2735.39,2760.48,25760000000.0,-0.2755174875089222,2736.81,2734.23,2741.16,28560000000.0,-0.2375478927203065
2024-09-25,-0.9276409419494414,-0.4333106730115568,2896.31,2901.42,2952.45,2889.05,56830000000.0,-0.7352674839317033,-0.3491826006119897,2863.13,2770.75,2863.15,47760000000.0,-0.2650545282124229,2748.92,2735.39,2760.48,25760000000.0,-0.2755174875089222
2024-09-26,-0.7709939256873051,-0.3675840978593272,3000.95,2893.75,3000.95,2889.01,57630000000.0,-0.8493174338183739,-0.4004473854354419,2896.31,2901.42,2952.45,56830000000.0,-0.4333106730115568,2863.13,2770.75,2863.15,47760000000.0,-0.2650545282124229
2024-09-27,-1.1856663669409195,-0.5320259086002159,3087.53,3049.1,3087.53,3017.45,49230000000.0,-0.978330146314113,-0.4498050032297714,3000.95,2893.75,3000.95,57630000000.0,-0.3675840978593272,2896.31,2901.42,2952.45,56830000000.0,-0.4333106730115568
2024-09-28,-0.4377780970987078,-0.2158760890609874,3087.53,3049.1,3087.53,3017.45,49230000000.0,-0.8117222320198143,-0.3739509988306015,3087.53,3049.1,3087.53,49230000000.0,-0.5320259086002159,3000.95,2893.75,3000.95,57630000000.0,-0.3675840978593272
2024-09-29,-0.5318626286297975,-0.2600875060768109,3087.53,3049.1,3087.53,3017.45,49230000000.0,-0.4848203628642533,-0.237981797568899,3087.53,3049.1,3087.53,49230000000.0,-0.2158760890609874,3087.53,3049.1,3087.53,49230000000.0,-0.5320259086002159
2024-09-30,-0.9796149237793244,-0.4543311726576311,3336.5,3194.72,3358.59,3153.7,110230000000.0,-0.7557387762045615,-0.3572093393672209,3087.53,3049.1,3087.53,49230000000.0,-0.2600875060768109,3087.53,3049.1,3087.53,49230000000.0,-0.2158760890609874
